id,toponym,location,Address,Match Type,Match Result,Match Level,Match Error,Province,City,County,Direction,geometry,X,Y
66.0,蒙,河南省商丘市东北,河南省商丘市东北,Single,[{'city': 4114}],City,[],['河南'],['商丘'],['NA'],东北,POINT (115.95829282515403 34.421396421455995),115.95829282515403,34.421396421455995
66.0,宋,河南省商丘市,河南省商丘市,Single,[{'city': 4114}],City,[],['河南'],['商丘'],['NA'],,POINT (115.72921911756409 34.27955701910716),115.72921911756409,34.27955701910716
67.0,昌城,山东省淄博市东南昌城,山东省淄博市东南昌城,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],,POINT (117.96631730640821 36.61950115673082),117.96631730640821,36.61950115673082
68.0,聊城,山东省聊城市西北,山东省聊城市西北,Single,[{'city': 3715}],City,[],['山东'],['聊城'],['NA'],西北,POINT (115.68673769671018 36.7172137829766),115.68673769671018,36.7172137829766
70.0,夜邑,山东省莱州市,山东省莱州市,Single,[{'county': 370683}],County,[],['山东'],['烟台'],['莱州'],,POINT (120.09701381208772 37.238441347532564),120.09701381208772,37.238441347532564
71.0,齐县,山东省沂源县东南,山东省沂源县东南,Single,[{'county': 370323}],County,[],['山东'],['淄博'],['沂源'],东南,POINT (118.33226210224501 36.06688060334014),118.33226210224501,36.06688060334014
72.0,平陆,山东省汶上县北,山东省汶上县北,Single,[{'county': 370830}],County,[],['山东'],['济宁'],['汶上'],北,POINT (116.59295916413201 35.83149372436495),116.59295916413201,35.83149372436495
73.0,平陵县,山东省济南市历城区境内,山东省济南市历城区境内,Single,[{'county': 370112}],County,[],['山东'],['济南'],['历城'],,POINT (117.26284260196135 36.60358954347619),117.26284260196135,36.60358954347619
75.0,安阳,山东阳谷东北,山东阳谷东北,Single,[{'county': 371521}],County,[],['山东'],['聊城'],['阳谷'],东北,POINT (115.97938892166233 36.21495568836853),115.97938892166233,36.21495568836853
76.0,易（阳）,山东省沂水县,山东省沂水县,Single,[{'county': 371323}],County,[],['山东'],['临沂'],['沂水'],,POINT (118.50274072351553 35.906359354284675),118.50274072351553,35.906359354284675
76.0,高密,高密县,高密县,Single,[{'county': 370785}],County,[],['山东'],['潍坊'],['高密'],,POINT (119.70108136939798 36.421014492616436),119.70108136939798,36.421014492616436
76.0,平阿,平阿县,平阿县,Single,[],0,['No Match'],[],[],[],,,,
76.0,平陆,平陆县,平陆县,Single,[{'county': 140829}],County,[],['山西'],['运城'],['平陆'],,POINT (111.25096355141771 34.8659856232955),111.25096355141771,34.8659856232955
77.0,平阳,山西省临汾市西南,山西省临汾市西南,Single,[{'city': 1410}],City,[],['山西'],['临汾'],['NA'],西南,POINT (110.95940596277902 35.870585002971154),110.95940596277902,35.870585002971154
78.0,杨氏县,山西省洪洞县东南,山西省洪洞县东南,Single,[{'county': 141024}],County,[],['山西'],['临汾'],['洪洞'],东南,POINT (111.76632294684723 36.20937614108381),111.76632294684723,36.20937614108381
78.0,长子县,山西省长子县西南,山西省长子县西南,Single,[{'county': 140428}],County,[],['山西'],['长治'],['长子'],西南,POINT (112.73588058097123 36.03588163416039),112.73588058097123,36.03588163416039
79.0,铜鞮,山西省沁县南,山西省沁县南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],南,POINT (112.09945586242732 36.112284626374795),112.09945586242732,36.112284626374795
80.0,屯留,山西省屯留县南,山西省屯留县南,Single,[{'county': 140405}],County,[],['山西'],['长治'],['屯留'],南,POINT (112.76341635271271 36.273786173312786),112.76341635271271,36.273786173312786
80.0,端氏,未提及,未提及,Single,[],0,['No Match'],[],[],[],,,,
81.0,京,河南省荥阳市东南,河南省荥阳市东南,Single,[{'county': 410182}],County,[],['河南'],['郑州'],['荥阳'],东南,POINT (113.42570874873445 34.69745552403848),113.42570874873445,34.69745552403848
81.0,郑邑,河南省荥阳市东南,河南省荥阳市东南,Single,[{'county': 410182}],County,[],['河南'],['郑州'],['荥阳'],东南,POINT (113.42570874873445 34.69745552403848),113.42570874873445,34.69745552403848
81.0,雍丘,未提及,未提及,Single,[],0,['No Match'],[],[],[],,,,
81.0,郑城,未提及,未提及,Single,[],0,['No Match'],[],[],[],,,,
83.0,邢丘,河南省温县东平皋故城,河南省温县东平皋故城,Single,"[{'county': 131126}, {'county': 370923}, {'province': 41}]",Province,['Multiple Matches'],"['河南', '河北', '山东']","['泰安', '衡水', 'NA']","['东平', 'NA', '故城']",,,,
84.0,卢氏令戈,河南省卢氏县,河南省卢氏县,Single,[{'county': 411224}],County,[],['河南'],['三门峡'],['卢氏'],,POINT (111.0004383954327 33.98005790891679),111.0004383954327,33.98005790891679
84.0,卢氏城,河南省卢氏县,河南省卢氏县,Single,[{'county': 411224}],County,[],['河南'],['三门峡'],['卢氏'],,POINT (111.0004383954327 33.98005790891679),111.0004383954327,33.98005790891679
85.0,新城,河南省伊川县西南,河南省伊川县西南,Single,[{'county': 410329}],County,[],['河南'],['洛阳'],['伊川'],西南,POINT (112.29961447646306 34.31849299958165),112.29961447646306,34.31849299958165
86.0,路,山西省潞城县东北,山西省潞城县东北,Single,[{'county': 140406}],County,[],['山西'],['长治'],['潞城'],东北,POINT (113.31632415797239 36.425033462075554),113.31632415797239,36.425033462075554
86.0,涉,河北省涉县西北,河北省涉县西北,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],西北,POINT (115.09836581648145 40.88935914713104),115.09836581648145,40.88935914713104
86.0,端氏,山西省沁水县东,山西省沁水县东,Single,[{'county': 140521}],County,[],['山西'],['晋城'],['沁水'],东,POINT (112.53527074770693 35.79934202979413),112.53527074770693,35.79934202979413
87.0,修鱼县,今河南原武县东,今河南原武县东,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],东,POINT (114.61564810249254 33.87105993080234),114.61564810249254,33.87105993080234
87.0,修鱼,今河南原武县东,今河南原武县东,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],东,POINT (114.61564810249254 33.87105993080234),114.61564810249254,33.87105993080234
88.0,宜阳,河南省宜阳县西,河南省宜阳县西,Single,[{'county': 410327}],County,[],['河南'],['洛阳'],['宜阳'],西,POINT (111.90286136797484 34.49243289401025),111.90286136797484,34.49243289401025
88.0,上党,河南省宜阳县西,河南省宜阳县西,Single,[{'county': 410327}],County,[],['河南'],['洛阳'],['宜阳'],西,POINT (111.90286136797484 34.49243289401025),111.90286136797484,34.49243289401025
88.0,南阳,河南省宜阳县西,河南省宜阳县西,Single,[{'county': 410327}],County,[],['河南'],['洛阳'],['宜阳'],西,POINT (111.90286136797484 34.49243289401025),111.90286136797484,34.49243289401025
90.0,皋落,山西垣曲县东南,山西垣曲县东南,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],东南,POINT (111.95521302567842 35.17184774783355),111.95521302567842,35.17184774783355
90.0,皋落大令,山西垣曲县,山西垣曲县,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],,POINT (111.80516116376023 35.22620962544064),111.80516116376023,35.22620962544064
92.0,洱阳,河南商水县附近,河南商水县附近,Single,[{'county': 411623}],County,[],['河南'],['周口'],['商水'],,POINT (114.56711373902762 33.50685568805108),114.56711373902762,33.50685568805108
92.0,汝阳,河南商水县附近,河南商水县附近,Single,[{'county': 411623}],County,[],['河南'],['周口'],['商水'],,POINT (114.56711373902762 33.50685568805108),114.56711373902762,33.50685568805108
93.0,野王,河南省沁阳市,河南省沁阳市,Single,[{'county': 410882}],County,[],['河南'],['焦作'],['沁阳'],,POINT (112.8569483953425 35.141146880639134),112.8569483953425,35.141146880639134
95.0,仑氏,河南登封县西南,河南登封县西南,Single,[{'county': 410185}],County,[],['河南'],['郑州'],['登封'],西南,POINT (112.89006335310043 34.35856422730103),112.89006335310043,34.35856422730103
95.0,纶氏,河南登封县西南,河南登封县西南,Single,[{'county': 410185}],County,[],['河南'],['郑州'],['登封'],西南,POINT (112.89006335310043 34.35856422730103),112.89006335310043,34.35856422730103
95.0,韩县,河南登封县西南,河南登封县西南,Single,[{'county': 410185}],County,[],['河南'],['郑州'],['登封'],西南,POINT (112.89006335310043 34.35856422730103),112.89006335310043,34.35856422730103
96.0,阳翟,河南省禹州市,河南省禹州市,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.35347176959424,34.20811326763051
96.0,栎邑,河南省禹州市,河南省禹州市,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.35347176959424,34.20811326763051
96.0,平阳,河南省禹州市,河南省禹州市,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.35347176959424,34.20811326763051
97.0,阳人县,河南汝州市西,河南汝州市西,Single,[{'county': 410482}],County,[],['河南'],['平顶山'],['汝州'],西,POINT (112.7053794168898 34.140917534817284),112.7053794168898,34.140917534817284
99.0,格氏县,河南荣阳北,河南荣阳北,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],北,POINT (113.46008715066654 35.15062894004727),113.46008715066654,35.15062894004727
99.0,安阳县,安阳,安阳,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],,POINT (113.91732584485518 35.79206679246907),113.91732584485518,35.79206679246907
99.0,彘县,彘,彘,Single,[],0,['No Match'],[],[],[],,,,
99.0,雍氏县,雍氏,雍氏,Single,[],0,['No Match'],[],[],[],,,,
99.0,阳城县,阳城,阳城,Single,[{'county': 140522}],County,[],['山西'],['晋城'],['阳城'],,POINT (112.3564616316612 35.4637211164236),112.3564616316612,35.4637211164236
99.0,襄城县,襄城,襄城,Single,"[{'county': 411025}, {'county': 420602}]",County,['Multiple Matches'],"['湖北', '河南']","['襄阳', '许昌']",['襄城'],,,,
99.0,喜县,喜,喜,Single,[],0,['No Match'],[],[],[],,,,
99.0,壤阴县,壤阴,壤阴,Single,[],0,['No Match'],[],[],[],,,,
99.0,郎皋县,郎皋,郎皋,Single,[],0,['No Match'],[],[],[],,,,
99.0,涅县,涅,涅,Single,[],0,['No Match'],[],[],[],,,,
99.0,露县,露,露,Single,[],0,['No Match'],[],[],[],,,,
99.0,於正县,於正,於正,Single,[],0,['No Match'],[],[],[],,,,
99.0,来县,来,来,Single,[],0,['No Match'],[],[],[],,,,
99.0,邻县,邻,邻,Single,[],0,['No Match'],[],[],[],,,,
100.0,盂,山西省阳曲县东北,山西省阳曲县东北,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],东北,POINT (112.93071204824423 38.2796541976855),112.93071204824423,38.2796541976855
100.0,平陵,山西省文水县东北,山西省文水县东北,Single,[{'county': 141121}],County,[],['山西'],['吕梁'],['文水'],东北,POINT (112.02127509577322 37.50193460664111),112.02127509577322,37.50193460664111
101.0,梗阳,山西省清徐县,山西省清徐县,Single,[{'county': 140121}],County,[],['山西'],['太原'],['清徐'],,POINT (112.2845892641352 37.61884260531369),112.2845892641352,37.61884260531369
102.0,邬,山西省介休市东北,山西省介休市东北,Single,[{'county': 140781}],County,[],['山西'],['晋中'],['介休'],东北,POINT (112.07477141384096 37.07439019662411),112.07477141384096,37.07439019662411
103.0,涂水,山西省榆次市西南,山西省榆次市西南,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],西南,POINT (112.71009031377348 37.580502346661085),112.71009031377348,37.580502346661085
104.0,邯郸,河北省邯郸市,河北省邯郸市,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076382752,36.52042550360742
105.0,祁县,山西省祁县东南,山西省祁县东南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],东南,POINT (112.64187264646688 36.390949605828496),112.64187264646688,36.390949605828496
106.0,中牟,河南省鹤壁市西,河南省鹤壁市西,Single,[{'city': 4106}],City,[],['河南'],['鹤壁'],['NA'],西,POINT (114.1725383820197 35.747500848241565),114.1725383820197,35.747500848241565
107.0,晋阳,山西省太原市西南,山西省太原市西南,Single,[{'city': 1401}],City,[],['山西'],['太原'],['NA'],西南,POINT (112.21284636381533 37.713281518326276),112.21284636381533,37.713281518326276
108.0,泫氏,山西省高平市,山西省高平市,Single,[{'county': 140581}],County,[],['山西'],['晋城'],['高平'],,POINT (112.90858072608525 35.82211306278013),112.90858072608525,35.82211306278013
109.0,平邑,山西省大同县东,山西省大同县东,Single,[{'city': 1402}],City,[],['山西'],['大同'],['NA'],东,POINT (113.91313429377253 39.90556964159731),113.91313429377253,39.90556964159731
111.0,番吾,河北省平山县东南,河北省平山县东南,Single,[{'county': 130131}],County,[],['河北'],['石家庄'],['平山'],东南,POINT (114.03149041417929 38.314312888660254),114.03149041417929,38.314312888660254
111.0,播吾,河北省平山县东南,河北省平山县东南,Single,[{'county': 130131}],County,[],['河北'],['石家庄'],['平山'],东南,POINT (114.03149041417929 38.314312888660254),114.03149041417929,38.314312888660254
115.0,榆次,山西省榆次市,山西省榆次市,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],,POINT (112.79977643532267 37.64636298028531),112.79977643532267,37.64636298028531
115.0,邯郸,赵国,赵国,Single,[],0,['No Match'],[],[],[],,,,
116.0,蔺,山西省离石县西,山西省离石县西,Single,[{'county': 141102}],County,[],['山西'],['吕梁'],['离石'],西,POINT (111.16422734681767 37.586583362886806),111.16422734681767,37.586583362886806
118.0,鄗,河北省柏乡县北,河北省柏乡县北,Single,[{'county': 130524}],County,[],['河北'],['邢台'],['柏乡'],北,POINT (114.72432306018162 37.595459628497046),114.72432306018162,37.595459628497046
120.0,代郡,河北省蔚县东北代王城,河北省蔚县东北代王城,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.66941329497202,39.352186242076165
120.0,代县,河北省蔚县东北代王城,河北省蔚县东北代王城,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.66941329497202,39.352186242076165
122.0,石邑,河北省获鹿县东南,河北省获鹿县东南,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],东南,POINT (116.90211093871565 38.376611222714985),116.90211093871565,38.376611222714985
122.0,中山邑,河北省获鹿县东南,河北省获鹿县东南,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],东南,POINT (116.90211093871565 38.376611222714985),116.90211093871565,38.376611222714985
122.0,封龙,Unknown,Unknown,Single,[],0,['No Match'],[],[],[],,,,
122.0,东垣,Unknown,Unknown,Single,[],0,['No Match'],[],[],[],,,,
123.0,云中,内蒙古自治区托克托县东北,内蒙古自治区托克托县东北,Single,[{'county': 150122}],County,[],['内蒙古'],['呼和浩特'],['托克托'],东北,POINT (111.3999107187298 40.44634337134528),111.3999107187298,40.44634337134528
123.0,赵县,内蒙古自治区托克托县东北,内蒙古自治区托克托县东北,Single,[{'county': 150122}],County,[],['内蒙古'],['呼和浩特'],['托克托'],东北,POINT (111.3999107187298 40.44634337134528),111.3999107187298,40.44634337134528
123.0,云中郡,内蒙古自治区托克托县东北,内蒙古自治区托克托县东北,Single,[{'county': 150122}],County,[],['内蒙古'],['呼和浩特'],['托克托'],东北,POINT (111.3999107187298 40.44634337134528),111.3999107187298,40.44634337134528
123.0,云中县,内蒙古自治区托克托县东北,内蒙古自治区托克托县东北,Single,[{'county': 150122}],County,[],['内蒙古'],['呼和浩特'],['托克托'],东北,POINT (111.3999107187298 40.44634337134528),111.3999107187298,40.44634337134528
123.0,赵云中县,内蒙古自治区托克托县东北,内蒙古自治区托克托县东北,Single,[{'county': 150122}],County,[],['内蒙古'],['呼和浩特'],['托克托'],东北,POINT (111.3999107187298 40.44634337134528),111.3999107187298,40.44634337134528
124.0,雁门郡,山西省右玉县南,山西省右玉县南,Single,[{'county': 140623}],County,[],['山西'],['朔州'],['右玉'],南,POINT (112.4166967253497 39.85280137508624),112.4166967253497,39.85280137508624
124.0,善无,山西省右玉县南,山西省右玉县南,Single,[{'county': 140623}],County,[],['山西'],['朔州'],['右玉'],南,POINT (112.4166967253497 39.85280137508624),112.4166967253497,39.85280137508624
126.0,南行唐,河北省行唐县东北,河北省行唐县东北,Single,[{'county': 130125}],County,[],['河北'],['石家庄'],['行唐'],东北,POINT (114.50958416363585 38.59820186111166),114.50958416363585,38.59820186111166
127.0,兹氏县,山西省汾阳南,山西省汾阳南,Single,[{'county': 141182}],County,[],['山西'],['吕梁'],['汾阳'],南,POINT (111.74457435494267 37.243478954368506),111.74457435494267,37.243478954368506
128.0,房子,防陵,防陵,Single,[],0,['No Match'],[],[],[],,,,
128.0,安阳,河南安阳西南,河南安阳西南,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],西南,POINT (113.91732869845356 35.79192687294331),113.91732869845356,35.79192687294331
131.0,武垣县,今河北省肃宁县东南,今河北省肃宁县东南,Single,[{'county': 130926}],County,[],['河北'],['沧州'],['肃宁'],东南,POINT (115.96343126231967 38.36005547829433),115.96343126231967,38.36005547829433
132.0,元氏,河北省元氏县西北,河北省元氏县西北,Single,[{'county': 130132}],County,[],['河北'],['石家庄'],['元氏'],西北,POINT (114.3195516859289 37.85804582595422),114.3195516859289,37.85804582595422
132.0,上原,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
133.0,邢县,河北邢台,河北邢台,Single,[{'city': 1305}],City,[],['河北'],['邢台'],['NA'],,POINT (114.82253987107651 37.274786795832874),114.82253987107651,37.274786795832874
133.0,赵国,河北邢台,河北邢台,Single,[{'city': 1305}],City,[],['河北'],['邢台'],['NA'],,POINT (114.82253987107651 37.274786795832874),114.82253987107651,37.274786795832874
134.0,新城,山西省朔州南,山西省朔州南,Single,[{'city': 1406}],City,[],['山西'],['朔州'],['NA'],南,POINT (112.54093306080638 39.35259770544631),112.54093306080638,39.35259770544631
135.0,狼孟县,山西省阳曲县,山西省阳曲县,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],,POINT (112.59400200885749 38.19680881518068),112.59400200885749,38.19680881518068
138.0,柏人,河北省隆尧县西,河北省隆尧县西,Single,[{'county': 130525}],County,[],['河北'],['邢台'],['隆尧'],西,POINT (114.6848694250169 37.40635604434601),114.6848694250169,37.40635604434601
140.0,平原津令,山东省平原县南,山东省平原县南,Single,[{'county': 371426}],County,[],['山东'],['德州'],['平原'],南,POINT (116.40039943129963 37.04393304820331),116.40039943129963,37.04393304820331
140.0,平原令,山东省平原县南,山东省平原县南,Single,[{'county': 371426}],County,[],['山东'],['德州'],['平原'],南,POINT (116.40039943129963 37.04393304820331),116.40039943129963,37.04393304820331
141.0,富昌,内蒙古自治区淮格尔旗,内蒙古自治区淮格尔旗,Single,[{'province': 15}],Province,[],['内蒙古'],['NA'],['NA'],,POINT (119.05918049571122 45.42294460800112),119.05918049571122,45.42294460800112
142.0,武平,文安县北,文安县北,Single,[{'county': 131026}],County,[],['河北'],['廊坊'],['文安'],北,POINT (116.51195935017674 38.97140040235287),116.51195935017674,38.97140040235287
142.0,赵县,文安县北,文安县北,Single,[{'county': 131026}],County,[],['河北'],['廊坊'],['文安'],北,POINT (116.51195935017674 38.97140040235287),116.51195935017674,38.97140040235287
144.0,南轮城,河北省赵县西北,河北省赵县西北,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],西北,POINT (115.09836581648145 40.88935914713104),115.09836581648145,40.88935914713104
144.0,商城,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,商平,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,中阳,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,阳化,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,阳丘,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,阳邑,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,武安,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,西都,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平周,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平州,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,寿阴,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,虑虒,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,虑虒半,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,藿人,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,大阴,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,大阴半,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,繁寺（止？）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,娄番（弁？）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,酆,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,尹城,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平城,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,椁（崞）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,邪（推邪？）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,奴邑（茹？）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,博,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平匋,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,襄洹,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平襄,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,郎,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,成襄,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平阴,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,鄩氏,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,鄫,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,隰城,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,莆子,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,奇氏,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,盧阳,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平氏,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,完（冠）阳（原阳）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,星阳（清阳）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,人也（任）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,氏金（泜）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平于（平舒）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,沙乇（沙泽）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,干关（抨关）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平阳,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,邸,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,北箕,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,狋氏,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,圁阳化,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,阳新化,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,成,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,成白,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,上（曲）阳,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,下（曲）阳,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,安阳,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,家阳,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,上尃（博）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,下尃（博）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,北九门,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,五陉,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,封氏,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,新处,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,王夸（望诸？）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,关,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,宋子,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,上艾,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,平台,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,凭,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,邓（苏）阳,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,邢,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,鸾即（安次？）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,觱（即裴）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,安险（阴？、险？）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,大酉（扶柳）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,鄚（权）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,阿,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,貍,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,亲（新）处,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,阳湔（原）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,余亡（吾）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,戏,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,武阳,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
144.0,战（沾？）,可能为赵县,可能为赵县,Single,[],0,['No Match'],[],[],[],,,,
145.0,温县,河南省温县西南,河南省温县西南,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586187 33.07547364435473),112.38335199586187,33.07547364435473
145.0,魏县,河南省温县西南,河南省温县西南,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586187 33.07547364435473),112.38335199586187,33.07547364435473
146.0,梁国,陕西省韩城市西南,陕西省韩城市西南,Single,[{'county': 610581}],County,[],['陕西'],['渭南'],['韩城'],西南,POINT (110.28670945861255 35.44652330299901),110.28670945861255,35.44652330299901
146.0,少梁,陕西省韩城市,陕西省韩城市,Single,[{'county': 610581}],County,[],['陕西'],['渭南'],['韩城'],,POINT (110.41935718979217 35.58934847946151),110.41935718979217,35.58934847946151
